char01,char02,char03,char04,char05,char06,char07,char08,prediction
m,i,s,r,u,*,*,*,invalid
o,m,a,s,d,p,k,*,invalid
b,a,t,i,k,*,*,*,valid
g,e,q,x,g,r,*,*,invalid
o,c,w,d,a,*,*,*,invalid
s,w,a,p,*,*,*,*,valid
p,r,o,c,e,e,d,*,valid
m,a,s,s,*,*,*,*,valid
f,w,g,w,b,*,*,*,invalid
l,b,k,h,*,*,*,*,invalid
x,u,e,w,f,k,*,*,invalid
l,a,r,c,h,*,*,*,valid
b,d,f,d,*,*,*,*,invalid
s,h,i,r,k,e,d,*,valid
b,o,r,e,d,*,*,*,valid
t,q,b,e,e,j,i,*,invalid
b,u,m,m,e,s,t,*,valid
a,t,s,u,i,*,*,*,valid
s,p,i,n,e,*,*,*,valid
b,a,s,s,e,s,*,*,valid
m,p,d,y,t,v,c,*,invalid
s,t,o,n,e,y,*,*,valid
w,o,h,s,q,o,n,*,invalid
o,g,n,q,s,b,j,*,invalid
i,m,w,x,q,*,*,*,invalid
y,j,l,q,*,*,*,*,invalid
l,s,x,i,q,w,o,*,invalid
k,w,c,a,n,*,*,*,invalid
p,r,e,t,e,n,s,e,valid
b,u,r,p,*,*,*,*,valid
c,k,g,y,m,*,*,*,invalid
s,h,o,u,l,d,e,r,valid
t,j,r,u,*,*,*,*,invalid
w,b,m,d,*,*,*,*,invalid
f,c,y,o,t,y,k,*,invalid
g,d,f,*,*,*,*,*,invalid
t,d,v,r,*,*,*,*,invalid
t,w,i,n,s,*,*,*,valid
n,a,t,t,y,*,*,*,valid
s,n,o,t,s,*,*,*,valid
o,n,w,b,o,w,q,*,invalid
l,u,r,i,n,g,*,*,valid
j,n,l,*,*,*,*,*,invalid
q,h,n,y,l,r,d,*,invalid
t,s,h,y,y,n,n,*,invalid
x,o,t,s,x,d,*,*,invalid
o,v,i,l,p,s,*,*,invalid
o,d,h,o,*,*,*,*,invalid
a,x,l,o,v,i,*,*,invalid
l,y,w,i,*,*,*,*,invalid
y,o,q,v,*,*,*,*,invalid
b,u,r,n,t,*,*,*,valid
x,p,q,*,*,*,*,*,invalid
v,c,m,d,i,u,v,*,invalid
g,w,r,a,f,*,*,*,invalid
q,x,t,h,o,b,x,*,invalid
r,x,m,o,m,*,*,*,invalid
h,j,e,s,d,h,*,*,invalid
f,e,e,d,b,a,g,s,valid
c,i,v,i,l,i,a,n,valid
n,a,p,h,t,h,a,*,valid
j,b,p,y,a,y,*,*,invalid
p,b,b,f,q,*,*,*,invalid
x,w,d,*,*,*,*,*,invalid
f,o,a,m,e,d,*,*,valid
s,y,q,t,d,q,b,*,invalid
h,w,e,*,*,*,*,*,invalid
d,a,r,n,e,d,*,*,valid
u,n,v,*,*,*,*,*,invalid
d,y,x,h,c,i,u,*,invalid
x,k,s,u,*,*,*,*,invalid
o,e,p,b,k,*,*,*,invalid
o,p,m,h,*,*,*,*,invalid
h,s,y,l,b,*,*,*,invalid
s,g,a,c,i,r,s,*,invalid
p,d,e,*,*,*,*,*,invalid
t,w,x,r,*,*,*,*,invalid
s,t,r,v,m,g,a,*,invalid
d,r,a,b,n,e,s,s,valid
w,h,a,r,f,s,*,*,valid
c,r,i,s,p,y,*,*,valid
s,i,s,w,a,*,*,*,invalid
p,o,a,p,j,*,*,*,invalid
t,o,w,n,s,h,i,p,valid
g,j,n,l,*,*,*,*,invalid
v,u,k,*,*,*,*,*,invalid
f,a,k,d,m,*,*,*,invalid
q,k,h,*,*,*,*,*,invalid
m,e,l,d,i,n,g,*,valid
q,a,w,u,*,*,*,*,invalid
b,o,t,c,h,e,s,*,valid
q,u,e,n,c,h,e,d,valid
d,r,a,w,i,n,g,*,valid
c,h,a,i,r,s,*,*,valid
c,e,a,r,t,*,*,*,invalid
a,l,g,e,b,r,a,*,valid
l,f,f,m,u,*,*,*,invalid
c,a,r,g,o,*,*,*,valid
t,s,n,t,w,m,e,*,invalid
o,k,n,j,n,*,*,*,invalid
w,a,i,l,*,*,*,*,valid
f,e,k,r,i,m,*,*,invalid
h,k,x,*,*,*,*,*,invalid
x,m,m,*,*,*,*,*,invalid
d,r,o,v,e,s,*,*,valid
o,j,r,i,t,y,*,*,invalid
d,s,j,p,x,*,*,*,invalid
n,m,p,q,m,*,*,*,invalid
s,e,t,i,t,*,*,*,invalid
b,b,a,s,*,*,*,*,invalid
a,h,u,u,u,c,e,*,invalid
u,f,n,i,x,p,*,*,invalid
f,a,c,a,d,e,s,*,valid
a,n,t,i,w,a,r,*,valid
n,o,m,a,d,i,c,*,valid
a,d,q,f,t,x,j,*,invalid
v,j,x,w,j,f,*,*,invalid
w,i,m,p,*,*,*,*,valid
k,i,t,h,*,*,*,*,valid
b,x,b,d,*,*,*,*,invalid
a,g,e,n,d,a,*,*,valid
f,o,n,d,l,y,*,*,valid
r,e,q,*,*,*,*,*,invalid
s,i,z,e,a,b,l,e,valid
c,h,s,e,*,*,*,*,invalid
w,x,c,*,*,*,*,*,invalid
f,r,e,i,g,h,t,*,valid
c,r,k,q,*,*,*,*,invalid
v,a,y,*,*,*,*,*,invalid
n,f,b,*,*,*,*,*,invalid
m,h,o,j,u,m,*,*,invalid
t,a,r,t,*,*,*,*,valid
a,o,v,p,*,*,*,*,invalid
t,u,n,n,e,l,e,d,valid
x,m,m,o,q,j,o,*,invalid
q,n,t,n,x,f,o,*,invalid
c,h,o,p,s,*,*,*,valid
e,b,e,c,x,*,*,*,invalid
d,a,r,i,y,x,*,*,invalid
g,f,g,c,v,*,*,*,invalid
c,o,n,s,e,r,v,e,valid
o,v,e,p,x,p,x,*,invalid
s,u,c,*,*,*,*,*,invalid
f,n,c,h,w,f,*,*,invalid
i,b,q,q,e,v,f,*,invalid
w,u,c,m,*,*,*,*,invalid
t,k,t,g,x,j,n,*,invalid
p,w,h,*,*,*,*,*,invalid
i,w,e,f,f,j,k,*,invalid
s,m,f,j,h,r,*,*,invalid
h,a,s,h,t,a,g,s,valid
f,w,x,r,*,*,*,*,invalid
i,w,q,h,x,f,b,*,invalid
k,x,f,k,u,*,*,*,invalid
f,g,k,t,e,t,*,*,invalid
a,o,b,s,d,k,l,*,invalid
g,p,a,x,x,l,t,*,invalid
r,p,q,q,i,e,x,*,invalid
t,a,r,e,*,*,*,*,valid
l,x,x,f,*,*,*,*,invalid
e,n,c,r,o,a,c,h,valid
e,x,h,u,m,e,s,*,valid
a,o,v,k,*,*,*,*,invalid
k,e,h,d,v,b,*,*,invalid
q,r,m,k,l,p,*,*,invalid
f,a,i,n,t,e,r,*,valid
l,i,t,q,t,d,u,*,invalid
i,h,u,i,*,*,*,*,invalid
w,i,g,k,w,*,*,*,invalid
h,o,m,a,g,e,s,*,valid
c,x,m,r,*,*,*,*,invalid
e,g,q,x,e,*,*,*,invalid
v,r,q,y,*,*,*,*,invalid
w,c,g,c,r,t,*,*,invalid
t,e,e,q,u,u,*,*,invalid
c,h,i,d,i,n,g,*,valid
h,a,l,i,n,g,*,*,valid
c,o,f,f,e,e,s,*,valid
g,q,d,b,w,*,*,*,invalid
t,d,m,*,*,*,*,*,invalid
h,a,v,k,y,i,*,*,invalid
n,e,w,t,o,n,*,*,valid
r,a,l,l,i,e,s,*,valid
b,l,o,g,g,i,n,g,valid
d,i,s,m,a,y,e,d,valid
r,t,d,x,*,*,*,*,invalid
c,t,d,b,g,l,a,*,invalid
r,h,e,a,s,*,*,*,valid
c,y,r,*,*,*,*,*,invalid
m,w,x,w,p,*,*,*,invalid
e,j,d,j,o,s,g,*,invalid
e,y,i,p,p,r,*,*,invalid
p,a,r,a,b,l,e,s,valid
m,e,s,s,a,g,e,s,valid
k,i,d,n,a,p,e,r,valid
r,h,h,v,k,b,*,*,invalid
u,y,g,v,e,o,*,*,invalid
c,o,a,t,i,n,g,s,valid
s,p,a,c,e,m,a,n,valid
n,c,n,r,d,*,*,*,invalid
j,a,p,*,*,*,*,*,invalid
c,o,r,r,a,l,*,*,valid
f,s,e,r,*,*,*,*,invalid
e,h,n,b,*,*,*,*,invalid
f,r,f,*,*,*,*,*,invalid
t,h,e,i,s,t,*,*,valid
p,l,v,*,*,*,*,*,invalid
f,i,s,h,w,i,f,e,valid
o,x,c,d,*,*,*,*,invalid
s,p,o,r,t,e,d,*,valid
h,o,d,*,*,*,*,*,valid
x,k,q,i,v,b,*,*,invalid
f,j,k,y,*,*,*,*,invalid
t,a,n,g,o,e,d,*,valid
v,i,l,e,r,*,*,*,valid
d,o,t,*,*,*,*,*,invalid
p,i,n,k,u,*,*,*,valid
n,o,o,s,e,*,*,*,valid
m,s,l,g,i,t,*,*,invalid
c,n,a,*,*,*,*,*,invalid
d,p,e,w,*,*,*,*,invalid
w,w,r,p,a,o,r,*,invalid
k,q,l,*,*,*,*,*,invalid
r,o,w,e,r,*,*,*,valid
s,y,m,b,o,l,s,*,valid
b,u,r,s,t,s,*,*,valid
h,q,s,a,b,g,*,*,invalid
q,p,a,r,*,*,*,*,invalid
b,s,h,j,i,v,g,*,invalid
j,x,e,n,d,s,e,*,invalid
a,w,a,k,i,n,g,*,valid
a,q,n,m,q,u,*,*,invalid
s,p,r,u,c,e,s,*,valid
p,e,r,f,o,r,m,s,valid
b,u,s,*,*,*,*,*,invalid
t,d,u,*,*,*,*,*,invalid
o,p,m,d,e,*,*,*,invalid
d,g,b,u,*,*,*,*,invalid
r,e,k,i,s,h,i,*,valid
l,o,w,d,o,w,n,*,valid
b,t,r,m,q,r,o,*,invalid
n,y,b,l,e,*,*,*,invalid
g,d,r,u,q,*,*,*,invalid
t,x,e,*,*,*,*,*,invalid
f,n,g,*,*,*,*,*,invalid
j,g,h,j,*,*,*,*,invalid
q,u,s,e,n,*,*,*,invalid
p,p,h,e,*,*,*,*,invalid
f,i,s,h,i,e,r,*,valid
x,u,g,b,*,*,*,*,invalid
d,i,d,p,k,*,*,*,invalid
i,k,v,h,a,e,*,*,invalid
b,y,r,h,s,*,*,*,invalid
y,o,u,f,u,k,u,*,valid
b,e,g,e,t,s,*,*,valid
c,k,d,m,t,m,*,*,invalid
w,r,a,n,g,l,e,r,valid
c,o,r,n,e,r,s,*,valid
t,u,n,e,l,e,s,s,valid
v,r,m,d,*,*,*,*,invalid
v,e,l,v,e,t,*,*,valid
a,d,h,e,s,i,v,e,valid
u,r,s,*,*,*,*,*,invalid
s,o,d,e,*,*,*,*,valid
t,h,u,m,p,e,d,*,valid
g,b,r,g,*,*,*,*,invalid
n,p,q,i,x,*,*,*,invalid
m,i,g,r,a,i,n,e,valid
g,b,c,t,w,b,*,*,invalid
p,o,l,y,g,o,n,*,valid
k,n,s,h,c,*,*,*,invalid
k,l,j,l,x,*,*,*,invalid
m,b,u,*,*,*,*,*,invalid
p,n,h,*,*,*,*,*,invalid
s,t,a,r,r,i,e,r,valid
a,i,b,t,*,*,*,*,invalid
r,t,j,s,*,*,*,*,invalid
d,r,a,b,b,e,s,t,valid
k,o,w,*,*,*,*,*,invalid
k,e,h,i,*,*,*,*,invalid
b,o,n,h,f,l,f,*,invalid
s,l,i,*,*,*,*,*,invalid
d,i,g,i,t,i,z,e,valid
v,y,p,*,*,*,*,*,invalid
a,k,k,w,*,*,*,*,invalid
n,e,w,e,s,t,*,*,valid
j,x,l,w,*,*,*,*,invalid
d,g,i,y,u,m,*,*,invalid
q,e,d,y,y,*,*,*,invalid
a,u,d,i,t,e,d,*,valid
r,j,m,i,*,*,*,*,invalid
h,t,b,j,b,*,*,*,invalid
l,p,v,l,m,*,*,*,invalid
s,y,a,*,*,*,*,*,invalid
m,u,s,s,i,n,g,*,valid
t,t,n,h,q,i,*,*,invalid
c,p,a,j,*,*,*,*,invalid
g,w,l,a,p,*,*,*,invalid
i,j,f,o,*,*,*,*,invalid
l,q,h,l,y,*,*,*,invalid
w,a,r,b,l,e,s,*,valid
r,e,d,r,e,s,s,*,valid
j,i,s,h,o,*,*,*,valid
m,o,r,n,s,*,*,*,valid
o,d,f,*,*,*,*,*,invalid
c,h,e,w,i,e,s,t,valid
g,o,a,t,p,*,*,*,invalid
n,o,m,*,*,*,*,*,invalid
n,j,n,g,k,u,a,*,invalid
p,u,n,t,e,r,s,*,valid
v,d,o,c,b,j,*,*,invalid
f,b,p,n,a,*,*,*,invalid
f,e,s,t,e,r,*,*,valid
p,a,b,*,*,*,*,*,invalid
w,f,u,*,*,*,*,*,invalid
t,e,n,s,i,n,g,*,valid
s,t,a,i,r,w,a,y,valid
k,x,t,y,r,c,x,*,invalid
f,o,u,r,t,h,s,*,valid
n,e,i,t,h,e,r,*,valid
w,j,o,*,*,*,*,*,invalid
x,u,i,c,p,m,*,*,invalid
i,h,e,k,q,l,n,*,invalid
t,s,d,y,k,*,*,*,invalid
a,h,k,v,t,*,*,*,invalid
h,h,w,m,p,*,*,*,invalid
i,p,k,*,*,*,*,*,invalid
b,m,w,u,f,*,*,*,invalid
s,v,u,*,*,*,*,*,invalid
g,p,l,*,*,*,*,*,invalid
x,g,w,c,*,*,*,*,invalid
b,v,t,m,d,p,i,*,invalid
u,j,t,d,s,t,*,*,invalid
j,a,p,e,d,*,*,*,valid
n,q,a,w,*,*,*,*,invalid
m,a,g,g,o,t,s,*,valid
p,r,e,a,c,h,*,*,valid
w,g,n,h,y,*,*,*,invalid
f,d,g,c,i,f,*,*,invalid
b,d,s,x,*,*,*,*,invalid
s,s,k,r,*,*,*,*,invalid
j,k,d,u,q,*,*,*,invalid
s,o,l,m,*,*,*,*,invalid
c,j,r,*,*,*,*,*,invalid
p,a,y,m,e,n,t,s,valid
x,k,g,g,*,*,*,*,invalid
t,r,l,t,a,*,*,*,invalid
s,p,e,c,k,*,*,*,valid
x,k,u,d,*,*,*,*,invalid
n,u,z,z,l,e,*,*,valid
e,f,u,s,i,b,e,*,invalid
o,s,x,f,w,w,*,*,invalid
e,e,c,c,*,*,*,*,invalid
s,u,b,t,l,e,*,*,valid
e,b,t,n,y,n,*,*,invalid
s,i,g,m,a,*,*,*,valid
a,b,o,l,i,s,h,*,valid
h,f,u,*,*,*,*,*,invalid
l,k,x,y,m,x,*,*,invalid
g,v,e,x,*,*,*,*,invalid
l,m,r,e,s,*,*,*,invalid
x,s,o,c,n,*,*,*,invalid
g,u,i,l,d,*,*,*,valid
j,h,y,b,d,k,*,*,invalid
y,p,s,t,b,l,m,*,invalid
e,l,e,v,a,t,e,s,valid
y,s,a,c,*,*,*,*,invalid
h,w,p,s,u,h,v,*,invalid
o,g,c,b,y,x,s,*,invalid
r,h,y,*,*,*,*,*,invalid
q,h,i,e,g,k,i,*,invalid
a,u,j,y,c,t,u,*,invalid
a,x,e,*,*,*,*,*,invalid
c,l,e,a,n,e,r,s,valid
d,e,t,o,u,r,*,*,valid
e,o,q,f,l,i,j,*,invalid
m,c,g,p,w,u,*,*,invalid
y,q,l,i,x,l,*,*,invalid
k,i,l,o,g,r,a,m,valid
d,x,e,*,*,*,*,*,invalid
a,n,t,d,*,*,*,*,invalid
d,c,s,t,*,*,*,*,invalid
j,t,c,w,r,t,*,*,invalid
u,p,l,a,n,d,*,*,valid
d,e,u,t,n,*,*,*,invalid
k,p,g,t,e,j,*,*,invalid
m,a,f,a,o,*,*,*,invalid
k,w,j,y,e,j,n,*,invalid
s,t,c,c,x,*,*,*,invalid
m,f,b,o,j,s,v,*,invalid
r,n,q,x,*,*,*,*,invalid
p,i,l,l,e,d,*,*,valid
v,u,w,*,*,*,*,*,invalid
i,k,p,k,w,*,*,*,invalid
t,f,f,e,o,f,*,*,invalid
v,a,n,d,a,l,s,*,valid
p,a,u,m,a,*,*,*,invalid
n,m,x,b,e,s,*,*,invalid
a,c,c,p,c,s,h,*,invalid
d,e,b,s,*,*,*,*,valid
u,f,u,n,o,*,*,*,invalid
i,t,f,l,w,*,*,*,invalid
o,v,a,l,*,*,*,*,valid
r,h,q,r,*,*,*,*,invalid
e,h,q,m,v,*,*,*,invalid
x,o,i,*,*,*,*,*,invalid
a,q,q,*,*,*,*,*,invalid
d,c,a,h,m,b,x,*,invalid
w,h,s,*,*,*,*,*,invalid
r,j,l,k,j,*,*,*,invalid
h,f,t,x,t,*,*,*,invalid
m,n,d,f,c,v,f,*,invalid
s,t,y,*,*,*,*,*,valid
l,a,d,e,s,*,*,*,valid
b,i,d,e,t,*,*,*,valid
g,e,n,e,r,a,l,*,valid
r,f,r,x,u,p,*,*,invalid
p,k,r,s,e,*,*,*,invalid
c,p,x,l,a,j,a,*,invalid
p,a,l,l,s,*,*,*,valid
d,t,g,*,*,*,*,*,invalid
k,o,m,e,*,*,*,*,valid
y,r,g,y,s,*,*,*,invalid
m,w,w,l,j,*,*,*,invalid
i,r,v,c,c,n,c,*,invalid
t,r,a,m,p,l,e,d,valid
n,e,n,u,*,*,*,*,invalid
b,l,o,o,m,i,n,g,valid
v,i,v,q,r,b,*,*,invalid
n,o,m,i,p,f,*,*,invalid
l,a,t,i,t,u,d,e,valid
p,o,w,e,r,s,*,*,valid
s,i,t,a,r,s,*,*,valid
s,q,u,i,r,e,*,*,valid
i,n,c,*,*,*,*,*,invalid
g,u,n,m,e,n,*,*,valid
f,o,r,e,w,e,n,t,valid
m,i,y,*,*,*,*,*,invalid
t,b,a,g,e,p,*,*,invalid
c,h,a,n,g,e,*,*,valid
a,q,i,u,u,q,v,*,invalid
o,m,e,n,s,*,*,*,valid
w,i,r,e,*,*,*,*,valid
j,p,y,b,v,*,*,*,invalid
a,i,a,*,*,*,*,*,invalid
u,w,b,*,*,*,*,*,invalid
h,s,a,b,l,*,*,*,invalid
w,w,m,*,*,*,*,*,invalid
t,h,r,i,l,l,s,*,valid
s,m,o,o,t,h,e,d,valid
c,k,g,t,*,*,*,*,invalid
v,b,u,r,*,*,*,*,invalid
s,p,f,j,g,j,h,*,invalid
s,i,r,*,*,*,*,*,valid
l,m,u,m,*,*,*,*,invalid
e,x,i,t,*,*,*,*,valid
h,s,c,h,l,l,*,*,invalid
m,x,j,s,v,u,*,*,invalid
g,i,b,l,e,t,*,*,valid
t,i,c,k,e,r,s,*,valid
a,i,r,c,r,a,f,t,valid
e,v,i,*,*,*,*,*,invalid
f,n,h,m,n,s,q,*,invalid
g,p,i,j,p,t,t,*,invalid
s,d,e,x,l,m,i,*,invalid
r,i,p,c,c,y,g,*,invalid
d,i,s,c,e,r,n,*,valid
u,n,l,o,a,d,s,*,valid
h,e,f,t,i,e,s,t,valid
e,d,i,u,*,*,*,*,invalid
t,k,d,*,*,*,*,*,invalid
x,y,h,y,*,*,*,*,invalid
a,d,d,e,n,d,a,*,valid
g,d,u,d,o,n,*,*,invalid
k,i,d,d,y,*,*,*,valid
b,m,v,g,p,l,*,*,invalid
p,r,a,w,n,*,*,*,valid
m,o,n,g,r,e,l,*,valid
y,q,r,*,*,*,*,*,invalid
r,g,s,x,l,*,*,*,invalid
b,p,m,e,w,f,*,*,invalid
b,o,p,d,v,x,*,*,invalid
v,r,x,*,*,*,*,*,invalid
e,g,d,j,*,*,*,*,invalid
s,n,q,*,*,*,*,*,invalid
x,b,q,q,*,*,*,*,invalid
m,u,s,h,i,e,s,t,valid
m,i,d,r,i,f,f,s,valid
j,b,m,n,k,*,*,*,invalid
m,b,x,m,q,*,*,*,invalid
e,m,d,s,*,*,*,*,invalid
h,a,r,p,i,s,t,s,valid
r,e,c,i,t,a,l,s,valid
s,o,c,k,*,*,*,*,valid
i,s,i,o,u,*,*,*,invalid
p,s,k,h,v,e,v,*,invalid
l,u,s,t,*,*,*,*,valid
e,l,b,o,w,*,*,*,valid
i,m,p,*,*,*,*,*,invalid
f,i,z,z,i,e,s,t,valid
l,h,o,v,q,j,*,*,invalid
t,b,h,*,*,*,*,*,invalid
l,f,w,t,f,*,*,*,invalid
e,t,y,g,*,*,*,*,invalid
c,p,t,n,v,c,r,*,invalid
h,y,h,r,w,d,*,*,invalid
m,d,e,*,*,*,*,*,invalid
b,k,s,*,*,*,*,*,invalid
m,v,i,l,t,*,*,*,invalid
e,h,i,*,*,*,*,*,invalid
f,a,n,n,e,d,*,*,valid
s,m,l,n,i,s,b,*,invalid
a,m,g,b,o,*,*,*,invalid
y,j,e,n,o,*,*,*,invalid
o,a,x,*,*,*,*,*,invalid
x,q,s,b,k,y,h,*,invalid
d,v,d,e,x,l,*,*,invalid
c,a,l,i,p,h,s,*,valid
s,l,o,e,s,*,*,*,valid
i,g,l,*,*,*,*,*,invalid
o,u,t,w,a,r,d,*,valid
a,v,j,t,u,u,m,*,invalid
p,u,o,m,o,w,m,*,invalid
u,f,n,l,j,u,q,*,invalid
j,s,p,m,g,*,*,*,invalid
t,r,e,s,s,*,*,*,valid
g,a,e,t,*,*,*,*,invalid
c,g,v,h,c,*,*,*,invalid
b,r,t,e,*,*,*,*,invalid
n,m,j,f,*,*,*,*,invalid
v,b,y,g,*,*,*,*,invalid
a,q,t,e,*,*,*,*,invalid
n,a,t,i,v,e,s,*,valid
e,x,c,*,*,*,*,*,invalid
v,n,x,l,p,a,*,*,invalid
g,d,i,*,*,*,*,*,invalid
w,j,o,l,*,*,*,*,invalid
y,k,h,*,*,*,*,*,invalid
e,k,l,x,j,n,y,*,invalid
r,a,m,p,s,*,*,*,valid
h,v,a,o,c,w,a,*,invalid
p,q,n,f,*,*,*,*,invalid
a,r,d,o,r,*,*,*,valid
e,p,c,*,*,*,*,*,invalid
u,k,y,*,*,*,*,*,invalid
r,r,y,v,l,*,*,*,invalid
u,m,o,*,*,*,*,*,invalid
u,m,t,g,l,*,*,*,invalid
o,g,i,u,y,b,p,*,invalid
v,m,m,n,i,c,r,*,invalid
r,a,i,d,e,r,*,*,valid
c,l,a,w,*,*,*,*,valid
s,b,m,b,*,*,*,*,invalid
i,p,e,f,f,a,b,*,invalid
c,f,t,p,*,*,*,*,invalid
b,a,s,t,i,n,g,*,valid
w,l,k,x,*,*,*,*,invalid
g,m,c,*,*,*,*,*,invalid
l,g,c,e,l,*,*,*,invalid
c,h,i,l,d,i,s,h,valid
w,g,c,s,x,*,*,*,invalid
h,t,a,w,r,*,*,*,invalid
p,e,t,s,*,*,*,*,valid
s,h,a,y,k,h,*,*,valid
f,a,i,r,w,a,y,*,valid
f,m,w,k,j,y,m,*,invalid
i,n,j,s,x,a,*,*,invalid
f,l,i,e,r,*,*,*,valid
r,o,t,a,r,i,e,s,valid
l,l,r,s,l,x,b,*,invalid
d,c,j,s,*,*,*,*,invalid
y,k,h,o,r,m,*,*,invalid
t,a,w,d,r,i,e,r,valid
y,e,h,d,x,*,*,*,invalid
n,h,k,v,r,u,*,*,invalid
c,o,m,p,a,r,e,s,valid
f,a,i,n,*,*,*,*,valid
m,j,s,c,r,t,r,*,invalid
h,i,x,*,*,*,*,*,invalid
v,e,a,*,*,*,*,*,invalid
f,l,s,m,b,b,*,*,invalid
n,a,d,s,*,*,*,*,invalid
s,g,a,*,*,*,*,*,invalid
q,j,a,q,c,m,*,*,invalid
p,h,w,k,h,g,m,*,invalid
p,b,i,*,*,*,*,*,invalid
c,n,u,s,*,*,*,*,invalid
h,g,j,w,r,b,*,*,invalid
y,j,d,c,j,*,*,*,invalid
p,i,v,h,l,t,k,*,invalid
p,u,k,e,d,*,*,*,valid
h,l,s,i,q,m,f,*,invalid
r,u,y,y,*,*,*,*,invalid
k,w,s,c,s,*,*,*,invalid
c,o,n,f,u,s,e,d,valid
i,m,p,i,n,g,e,s,valid
g,u,s,h,*,*,*,*,valid
w,h,c,l,k,*,*,*,invalid
p,u,b,c,a,r,*,*,invalid
y,b,k,b,r,p,l,*,invalid
e,h,g,*,*,*,*,*,invalid
s,n,i,v,e,l,*,*,valid
b,l,i,t,z,i,n,g,valid
j,i,k,*,*,*,*,*,invalid
m,o,u,e,d,n,r,*,invalid
f,h,w,p,f,r,*,*,invalid
c,o,n,s,u,l,*,*,valid
v,o,y,u,k,l,d,*,invalid
v,w,c,*,*,*,*,*,invalid
s,h,i,n,e,r,*,*,valid
p,i,e,r,c,e,*,*,valid
s,l,l,b,*,*,*,*,invalid
a,r,m,b,a,n,d,*,valid
d,f,c,t,v,q,*,*,invalid
n,h,q,c,j,k,l,*,invalid
m,i,s,p,r,i,n,t,valid
f,h,a,m,*,*,*,*,invalid
n,g,b,*,*,*,*,*,invalid
w,s,y,k,h,w,*,*,invalid
r,k,d,*,*,*,*,*,invalid
y,a,r,u,*,*,*,*,valid
p,a,r,o,d,i,e,s,valid
t,i,t,t,p,s,p,*,invalid
g,b,c,*,*,*,*,*,invalid
s,c,u,l,p,t,e,d,valid
s,w,o,*,*,*,*,*,invalid
q,i,n,*,*,*,*,*,invalid
m,y,v,*,*,*,*,*,invalid
t,u,s,s,l,e,s,*,valid
s,o,f,t,n,e,s,s,valid
s,a,r,i,s,*,*,*,valid
y,m,v,v,q,*,*,*,invalid
i,e,q,s,h,*,*,*,invalid
w,x,g,n,t,g,q,*,invalid
u,t,m,r,d,*,*,*,invalid
i,n,v,o,i,c,e,*,valid
u,j,y,b,m,*,*,*,invalid
g,x,d,e,*,*,*,*,invalid
m,r,b,s,u,n,*,*,invalid
d,e,d,w,v,y,w,*,invalid
t,b,d,l,j,*,*,*,invalid
q,r,w,*,*,*,*,*,invalid
r,a,f,t,e,r,*,*,valid
a,k,c,r,*,*,*,*,invalid
l,p,o,d,g,a,a,*,invalid
o,i,t,e,c,*,*,*,invalid
o,b,b,*,*,*,*,*,invalid
p,y,o,*,*,*,*,*,invalid
h,x,y,i,s,g,c,*,invalid
f,e,d,e,r,a,l,*,valid
b,v,v,e,n,b,g,*,invalid
w,i,s,e,s,*,*,*,valid
t,b,d,h,*,*,*,*,invalid
a,b,a,s,e,*,*,*,valid
c,t,i,u,*,*,*,*,invalid
b,r,u,i,s,e,s,*,valid
r,s,v,*,*,*,*,*,invalid
w,f,c,x,a,*,*,*,invalid
x,v,l,b,w,y,i,*,invalid
r,e,m,a,r,k,e,d,valid
q,p,q,j,p,*,*,*,invalid
r,h,b,u,*,*,*,*,invalid
d,o,u,s,*,*,*,*,invalid
f,i,m,u,s,p,b,*,invalid
s,i,s,*,*,*,*,*,valid
d,i,s,p,a,t,c,h,valid
j,o,x,q,t,y,*,*,invalid
m,d,y,e,b,b,h,*,invalid
s,d,n,y,i,*,*,*,invalid
r,w,y,k,*,*,*,*,invalid
c,l,o,u,d,i,n,g,valid
d,i,s,t,u,r,b,*,valid
s,t,o,o,p,s,*,*,valid
p,n,m,w,f,p,s,*,invalid
o,v,c,n,e,s,i,*,invalid
r,l,s,*,*,*,*,*,invalid
f,i,x,*,*,*,*,*,invalid
j,c,r,r,j,k,*,*,invalid
f,o,r,m,a,t,s,*,valid
l,u,s,t,i,e,r,*,valid
f,a,s,t,e,n,e,d,valid
s,x,a,*,*,*,*,*,invalid
o,j,m,e,*,*,*,*,invalid
p,r,o,v,e,*,*,*,valid
l,a,c,e,r,a,t,e,valid
v,g,w,c,y,q,*,*,invalid
e,n,d,*,*,*,*,*,valid
k,k,c,h,*,*,*,*,invalid
p,l,g,c,y,*,*,*,invalid
g,r,e,e,n,i,s,h,valid
v,i,c,t,g,f,r,*,invalid
l,v,f,h,y,u,m,*,invalid
x,e,p,h,w,*,*,*,invalid
c,o,i,f,i,n,g,*,valid
a,q,o,k,y,a,*,*,invalid
m,f,c,a,h,*,*,*,invalid
p,g,n,j,i,g,*,*,invalid
t,o,n,a,l,i,t,y,valid
b,r,a,k,e,*,*,*,valid
l,t,t,y,u,n,o,*,invalid
u,q,k,u,r,m,t,*,invalid
c,o,l,o,g,n,e,*,valid
g,p,n,u,y,*,*,*,invalid
m,k,o,b,o,x,k,*,invalid
p,l,a,y,a,b,l,e,valid
w,k,y,m,f,d,y,*,invalid
c,d,n,x,h,u,q,*,invalid
d,a,o,f,g,*,*,*,invalid
t,o,w,e,r,s,*,*,valid
l,q,k,*,*,*,*,*,invalid
