char01,char02,char03,char04,char05,char06,char07,char08,prediction
q,j,l,a,*,*,*,*,invalid
t,m,l,b,*,*,*,*,invalid
p,u,f,f,i,e,s,t,valid
y,c,s,h,f,*,*,*,invalid
e,x,c,e,l,l,e,d,valid
v,n,j,v,m,d,*,*,invalid
q,r,f,o,n,k,*,*,invalid
s,t,i,f,f,e,n,*,valid
p,e,e,s,*,*,*,*,valid
s,t,u,b,b,y,*,*,valid
r,e,m,e,d,y,*,*,valid
x,f,b,g,e,t,m,*,invalid
c,r,t,v,x,i,*,*,invalid
r,a,l,l,*,*,*,*,invalid
a,s,s,e,s,s,e,s,valid
p,o,d,*,*,*,*,*,invalid
b,r,a,i,l,l,e,*,valid
n,s,i,l,t,q,f,*,invalid
p,m,e,m,y,q,x,*,invalid
x,b,k,n,o,*,*,*,invalid
p,n,j,n,x,*,*,*,invalid
m,x,b,c,n,*,*,*,invalid
e,x,x,e,u,*,*,*,invalid
b,a,n,d,a,n,n,a,valid
c,a,u,s,e,*,*,*,valid
r,w,d,s,b,e,a,*,invalid
t,u,n,n,e,l,s,*,valid
m,k,c,m,c,s,*,*,invalid
u,u,r,*,*,*,*,*,invalid
a,c,e,t,o,n,e,*,valid
g,g,l,s,u,*,*,*,invalid
i,o,j,g,y,n,e,*,invalid
q,e,q,w,l,b,o,*,invalid
d,r,a,b,l,y,*,*,valid
m,a,j,o,r,*,*,*,valid
n,s,v,*,*,*,*,*,invalid
v,i,o,l,e,n,c,e,valid
t,a,n,g,o,*,*,*,valid
h,u,t,v,n,s,h,*,invalid
o,v,h,*,*,*,*,*,invalid
f,u,r,i,o,u,s,*,valid
e,i,t,t,*,*,*,*,invalid
c,a,r,o,l,l,e,d,valid
l,v,l,x,o,e,t,*,invalid
b,e,a,*,*,*,*,*,invalid
c,h,l,*,*,*,*,*,invalid
m,a,s,h,u,p,s,*,valid
h,k,x,n,*,*,*,*,invalid
j,c,c,w,s,x,u,*,invalid
t,a,k,l,w,f,*,*,invalid
s,w,a,i,n,s,*,*,valid
i,p,y,u,g,g,*,*,invalid
v,i,j,m,k,*,*,*,invalid
e,u,t,*,*,*,*,*,invalid
d,r,e,a,r,y,*,*,valid
p,x,m,*,*,*,*,*,invalid
d,a,h,y,k,n,*,*,invalid
s,c,d,*,*,*,*,*,invalid
a,e,y,s,u,g,*,*,invalid
h,i,n,t,i,n,g,*,valid
s,y,d,v,d,*,*,*,invalid
m,u,e,h,*,*,*,*,invalid
c,l,i,g,x,*,*,*,invalid
n,w,r,*,*,*,*,*,invalid
f,w,e,s,t,*,*,*,invalid
o,h,t,x,l,t,*,*,invalid
r,o,g,*,*,*,*,*,invalid
d,g,g,e,l,n,v,*,invalid
s,c,s,s,t,f,y,*,invalid
t,q,r,*,*,*,*,*,invalid
h,f,n,p,k,*,*,*,invalid
e,y,o,d,t,*,*,*,invalid
v,d,t,e,*,*,*,*,invalid
f,i,s,s,i,o,n,*,valid
l,o,a,c,v,v,y,*,invalid
e,d,u,c,a,b,l,e,valid
p,u,t,t,e,r,*,*,valid
x,j,a,f,w,t,p,*,invalid
v,j,d,c,*,*,*,*,invalid
k,w,d,v,o,*,*,*,invalid
x,u,k,r,k,*,*,*,invalid
s,u,k,j,j,*,*,*,invalid
j,y,e,*,*,*,*,*,invalid
e,r,u,u,j,g,*,*,invalid
v,n,s,*,*,*,*,*,invalid
x,c,y,q,l,f,*,*,invalid
s,g,i,p,u,*,*,*,invalid
g,m,s,g,o,*,*,*,invalid
m,l,g,*,*,*,*,*,invalid
a,a,r,f,o,h,h,*,invalid
v,i,e,d,*,*,*,*,valid
v,f,a,l,y,b,*,*,invalid
s,l,w,s,y,h,*,*,invalid
c,a,r,r,o,t,*,*,valid
q,f,s,t,*,*,*,*,invalid
v,l,h,v,i,*,*,*,invalid
p,o,y,y,h,t,a,*,invalid
b,a,n,s,*,*,*,*,valid
l,a,n,t,e,r,n,*,valid
e,c,f,j,v,x,a,*,invalid
d,r,o,o,p,*,*,*,valid
c,h,o,o,s,i,e,r,valid
i,a,w,u,a,j,*,*,invalid
r,a,a,*,*,*,*,*,invalid
x,o,j,s,*,*,*,*,invalid
c,s,d,m,k,u,*,*,invalid
s,r,d,q,y,w,*,*,invalid
r,e,i,*,*,*,*,*,invalid
m,t,w,c,*,*,*,*,invalid
m,s,m,p,t,*,*,*,invalid
k,x,s,c,m,*,*,*,invalid
f,d,p,x,d,*,*,*,invalid
c,r,o,a,k,*,*,*,valid
u,t,a,s,a,o,q,*,invalid
t,x,n,*,*,*,*,*,invalid
g,h,w,n,e,*,*,*,invalid
s,d,e,*,*,*,*,*,invalid
o,f,f,s,h,o,r,e,valid
n,j,p,i,u,*,*,*,invalid
m,u,c,b,e,h,i,*,invalid
q,n,h,h,f,*,*,*,invalid
g,p,g,x,r,*,*,*,invalid
l,s,n,m,e,t,m,*,invalid
j,a,y,u,e,c,*,*,invalid
f,r,e,s,h,e,t,*,valid
g,v,a,x,*,*,*,*,invalid
q,e,g,t,y,*,*,*,invalid
q,n,i,*,*,*,*,*,invalid
c,l,i,p,t,*,*,*,valid
w,c,v,r,*,*,*,*,invalid
s,d,r,l,*,*,*,*,invalid
u,l,l,e,j,c,v,*,invalid
h,k,w,d,e,*,*,*,invalid
x,k,s,e,j,q,*,*,invalid
p,c,x,m,k,i,*,*,invalid
b,q,j,s,*,*,*,*,invalid
w,a,x,*,*,*,*,*,invalid
i,l,q,m,a,q,p,*,invalid
d,k,b,c,m,j,*,*,invalid
y,d,u,o,t,*,*,*,invalid
w,a,r,d,e,r,*,*,valid
q,g,n,v,t,*,*,*,invalid
v,f,b,v,x,c,t,*,invalid
h,y,b,r,i,d,*,*,valid
o,p,r,v,o,*,*,*,invalid
n,q,e,r,h,*,*,*,invalid
s,j,b,*,*,*,*,*,invalid
p,b,f,v,v,p,k,*,invalid
f,p,i,*,*,*,*,*,invalid
a,u,i,v,o,k,a,*,invalid
s,m,e,l,l,i,n,g,valid
m,m,c,*,*,*,*,*,invalid
a,h,d,w,*,*,*,*,invalid
n,u,i,s,a,n,c,e,valid
u,j,l,u,*,*,*,*,invalid
c,l,o,t,h,i,e,r,valid
l,a,d,e,d,*,*,*,valid
b,i,g,o,t,s,*,*,valid
v,e,r,s,u,s,*,*,valid
o,y,s,k,*,*,*,*,invalid
a,n,u,s,*,*,*,*,valid
r,e,p,e,a,t,e,r,valid
s,s,g,*,*,*,*,*,invalid
c,o,w,l,s,*,*,*,valid
h,s,k,k,h,w,g,*,invalid
b,a,r,r,a,c,k,s,valid
h,p,h,j,x,*,*,*,invalid
w,k,k,*,*,*,*,*,invalid
h,y,l,j,j,i,a,*,invalid
f,e,s,t,o,o,n,*,valid
q,p,g,a,s,*,*,*,invalid
r,e,a,l,m,*,*,*,valid
h,a,o,d,v,q,*,*,invalid
y,i,q,t,y,y,*,*,invalid
b,o,n,u,s,*,*,*,valid
t,h,o,r,n,i,e,r,valid
s,k,w,s,d,v,*,*,invalid
n,i,t,r,a,t,e,d,valid
k,s,n,e,b,i,p,*,invalid
o,i,h,r,o,m,t,*,invalid
p,r,o,f,i,l,e,*,valid
t,v,h,j,f,*,*,*,invalid
s,h,i,n,z,o,u,*,valid
d,m,q,r,m,s,i,*,invalid
u,e,p,y,y,j,*,*,invalid
s,h,p,g,m,e,e,*,invalid
x,e,b,*,*,*,*,*,invalid
t,l,v,d,o,t,f,*,invalid
p,r,o,g,e,n,y,*,valid
g,g,m,*,*,*,*,*,invalid
r,i,v,e,t,*,*,*,valid
p,a,r,t,w,a,y,*,valid
r,u,t,g,o,y,*,*,invalid
p,u,e,b,l,o,s,*,valid
d,a,c,o,f,*,*,*,invalid
t,w,w,e,w,k,y,*,invalid
v,a,e,q,t,s,m,*,invalid
y,j,m,*,*,*,*,*,invalid
b,o,u,r,b,o,n,*,valid
b,r,u,n,e,t,*,*,valid
d,h,f,r,k,h,*,*,invalid
n,j,i,c,x,n,*,*,invalid
g,a,y,d,u,d,j,*,invalid
c,q,a,*,*,*,*,*,invalid
b,h,l,*,*,*,*,*,invalid
p,o,m,a,d,i,n,g,valid
p,d,o,j,a,k,*,*,invalid
u,c,j,*,*,*,*,*,invalid
o,b,m,*,*,*,*,*,invalid
v,p,f,g,n,i,*,*,invalid
n,k,o,u,x,f,n,*,invalid
x,w,k,i,*,*,*,*,invalid
d,e,v,i,a,t,e,d,valid
y,h,b,b,h,p,*,*,invalid
b,q,x,*,*,*,*,*,invalid
c,a,r,p,i,*,*,*,valid
p,p,c,*,*,*,*,*,invalid
x,r,c,t,v,*,*,*,invalid
n,m,t,g,h,q,f,*,invalid
m,s,v,*,*,*,*,*,invalid
o,u,x,h,j,*,*,*,invalid
o,a,a,r,v,c,m,*,invalid
n,v,h,p,l,k,*,*,invalid
u,h,j,f,f,r,m,*,invalid
d,e,a,d,e,s,t,*,valid
d,h,u,s,*,*,*,*,invalid
e,o,u,j,*,*,*,*,invalid
l,a,x,l,y,*,*,*,valid
i,t,k,b,p,s,i,*,invalid
r,x,j,*,*,*,*,*,invalid
f,u,n,k,s,*,*,*,valid
a,q,x,b,x,p,k,*,invalid
i,u,p,k,*,*,*,*,invalid
q,t,v,*,*,*,*,*,invalid
w,l,u,r,k,c,*,*,invalid
i,g,o,*,*,*,*,*,invalid
m,u,n,c,h,*,*,*,valid
p,a,l,s,*,*,*,*,valid
u,v,b,s,d,*,*,*,invalid
e,a,r,n,i,n,g,*,valid
m,f,p,*,*,*,*,*,invalid
m,m,c,j,j,*,*,*,invalid
d,e,i,c,e,s,*,*,valid
s,h,i,r,k,*,*,*,valid
n,o,h,u,*,*,*,*,invalid
g,r,a,n,u,l,e,*,valid
b,r,p,*,*,*,*,*,invalid
s,c,o,t,c,h,e,d,valid
x,i,n,v,t,*,*,*,invalid
l,p,r,h,h,r,u,*,invalid
w,i,d,t,h,*,*,*,valid
i,c,s,u,m,f,x,*,invalid
r,l,m,j,n,y,j,*,invalid
d,n,x,m,*,*,*,*,invalid
t,l,r,*,*,*,*,*,invalid
n,n,c,m,e,s,*,*,invalid
s,s,q,t,o,t,*,*,invalid
p,t,g,m,n,q,*,*,invalid
w,r,i,g,g,l,e,s,valid
i,g,l,o,o,s,*,*,valid
e,p,w,h,j,i,u,*,invalid
l,n,r,*,*,*,*,*,invalid
a,q,u,a,v,i,t,*,valid
o,a,j,v,t,y,s,*,invalid
h,u,r,r,i,e,s,*,valid
l,b,k,i,m,*,*,*,invalid
t,q,n,*,*,*,*,*,invalid
s,e,e,m,*,*,*,*,valid
f,a,t,g,a,h,u,*,invalid
b,l,a,z,e,r,s,*,valid
r,u,d,d,e,r,*,*,valid
r,b,k,m,i,*,*,*,invalid
s,y,i,u,*,*,*,*,invalid
n,e,e,d,*,*,*,*,valid
w,u,b,*,*,*,*,*,invalid
r,e,f,o,r,m,e,d,valid
h,q,m,m,d,b,*,*,invalid
b,u,z,z,w,o,r,d,valid
x,w,j,j,*,*,*,*,invalid
i,n,s,i,p,i,d,*,valid
o,g,x,t,u,a,f,*,invalid
a,b,s,e,n,c,e,s,valid
g,c,t,v,*,*,*,*,invalid
a,a,r,d,v,a,r,k,valid
x,r,v,u,*,*,*,*,invalid
t,e,s,t,i,n,g,*,valid
w,p,v,*,*,*,*,*,invalid
p,k,b,e,f,h,*,*,invalid
i,t,p,*,*,*,*,*,invalid
p,r,e,p,s,*,*,*,valid
d,i,t,l,b,a,*,*,invalid
b,o,u,q,u,e,t,s,valid
b,b,x,b,e,m,t,*,invalid
c,m,y,l,*,*,*,*,invalid
p,x,v,*,*,*,*,*,invalid
k,n,b,x,*,*,*,*,invalid
o,r,x,u,l,t,*,*,invalid
r,d,s,b,*,*,*,*,invalid
r,e,e,f,e,r,s,*,valid
h,l,a,r,y,g,x,*,invalid
p,t,a,h,*,*,*,*,invalid
o,y,e,n,a,*,*,*,invalid
f,p,p,*,*,*,*,*,invalid
y,i,i,h,f,u,k,*,invalid
q,i,d,k,t,*,*,*,invalid
k,f,o,*,*,*,*,*,invalid
o,i,d,k,l,k,y,*,invalid
a,r,c,h,e,s,t,*,valid
p,i,c,k,e,r,*,*,valid
c,o,l,a,s,*,*,*,valid
w,r,i,s,t,*,*,*,valid
j,p,d,*,*,*,*,*,invalid
m,v,y,c,o,v,e,*,invalid
a,l,h,c,k,*,*,*,invalid
l,n,w,m,*,*,*,*,invalid
r,i,p,s,*,*,*,*,valid
c,o,o,l,e,r,s,*,valid
k,b,l,d,a,y,*,*,invalid
e,v,s,u,o,s,*,*,invalid
s,l,i,c,e,*,*,*,valid
i,k,n,b,*,*,*,*,invalid
l,v,j,q,w,*,*,*,invalid
w,o,o,d,i,e,s,t,valid
o,a,t,h,*,*,*,*,valid
c,a,r,b,o,y,*,*,valid
n,d,x,i,s,w,d,*,invalid
j,o,o,*,*,*,*,*,invalid
e,r,r,d,p,*,*,*,invalid
f,r,i,n,g,e,s,*,valid
s,y,p,h,i,l,i,s,valid
y,x,l,o,p,k,b,*,invalid
l,a,m,p,*,*,*,*,valid
e,d,o,q,n,u,r,*,invalid
s,a,n,p,a,d,*,*,invalid
o,d,d,*,*,*,*,*,invalid
f,r,o,s,t,*,*,*,valid
i,q,b,u,e,g,*,*,invalid
s,k,n,t,o,n,a,*,invalid
p,c,n,p,v,*,*,*,invalid
s,j,a,*,*,*,*,*,invalid
d,o,s,s,i,e,r,*,valid
s,n,o,o,p,s,*,*,valid
h,a,a,n,o,*,*,*,invalid
s,t,i,n,g,e,r,*,valid
h,v,e,p,f,d,c,*,invalid
j,k,u,f,f,m,*,*,invalid
d,e,s,t,i,n,e,*,valid
h,e,a,v,i,e,r,*,valid
p,f,q,o,*,*,*,*,invalid
v,e,s,o,*,*,*,*,invalid
m,e,n,t,h,o,l,*,valid
h,b,m,f,*,*,*,*,invalid
y,b,v,f,k,p,*,*,invalid
i,q,l,e,r,w,d,*,invalid
d,u,n,k,*,*,*,*,valid
h,g,o,t,*,*,*,*,invalid
o,d,u,w,n,*,*,*,invalid
e,f,f,e,t,e,*,*,valid
u,s,h,e,r,i,n,g,valid
r,e,s,e,n,t,s,*,valid
s,u,p,e,r,m,a,n,valid
t,s,e,h,n,w,*,*,invalid
m,s,r,a,*,*,*,*,invalid
m,t,w,g,t,k,*,*,invalid
l,v,t,t,a,d,*,*,invalid
k,i,l,n,*,*,*,*,valid
m,a,r,k,e,t,s,*,valid
o,n,p,m,*,*,*,*,invalid
l,i,g,m,s,*,*,*,invalid
e,n,j,k,*,*,*,*,invalid
b,a,l,e,e,n,*,*,valid
i,d,u,v,b,t,p,*,invalid
w,m,y,v,m,u,*,*,invalid
l,a,s,y,a,g,k,*,invalid
x,r,c,*,*,*,*,*,invalid
b,e,s,e,e,c,h,*,valid
n,c,n,*,*,*,*,*,invalid
h,s,b,q,*,*,*,*,invalid
f,u,t,o,t,q,p,*,invalid
i,p,r,*,*,*,*,*,invalid
q,f,y,i,a,f,*,*,invalid
a,c,r,i,d,e,s,t,valid
y,q,r,*,*,*,*,*,invalid
p,u,c,k,e,r,s,*,valid
i,j,r,t,l,y,*,*,invalid
r,l,h,h,y,x,i,*,invalid
c,o,v,e,r,a,g,e,valid
k,i,l,n,s,*,*,*,valid
q,v,i,u,*,*,*,*,invalid
c,e,h,h,a,*,*,*,invalid
m,h,i,p,*,*,*,*,invalid
c,o,n,n,o,t,e,s,valid
s,a,o,v,i,*,*,*,invalid
q,k,e,*,*,*,*,*,invalid
b,s,m,*,*,*,*,*,invalid
n,f,e,*,*,*,*,*,invalid
d,e,c,e,a,s,e,*,valid
o,m,u,i,v,*,*,*,invalid
f,h,c,o,*,*,*,*,invalid
p,l,a,s,t,i,c,*,valid
n,j,i,h,i,*,*,*,invalid
s,k,i,r,t,s,*,*,valid
x,w,d,w,j,x,*,*,invalid
h,d,y,g,k,g,h,*,invalid
s,a,i,m,h,*,*,*,invalid
c,m,i,k,*,*,*,*,invalid
t,i,c,k,s,*,*,*,valid
x,y,y,*,*,*,*,*,invalid
p,a,l,o,t,*,*,*,invalid
l,t,w,*,*,*,*,*,invalid
g,i,f,t,e,d,*,*,valid
n,j,g,r,u,s,l,*,invalid
a,l,l,a,y,e,d,*,valid
s,p,e,a,r,*,*,*,valid
u,e,q,*,*,*,*,*,invalid
v,g,h,x,j,j,d,*,invalid
k,b,d,m,l,v,v,*,invalid
n,g,t,m,l,n,c,*,invalid
s,m,k,s,f,x,y,*,invalid
p,p,e,j,y,*,*,*,invalid
i,n,t,e,n,d,s,*,valid
y,t,d,e,*,*,*,*,invalid
c,o,n,a,e,m,o,*,invalid
s,h,a,r,e,s,*,*,valid
c,u,b,*,*,*,*,*,valid
c,a,m,p,a,i,g,n,valid
g,r,a,c,k,l,e,*,valid
p,a,r,i,s,h,*,*,valid
b,w,m,*,*,*,*,*,invalid
v,l,a,v,i,p,v,*,invalid
b,a,l,u,s,t,e,r,valid
v,c,w,f,*,*,*,*,invalid
o,u,h,*,*,*,*,*,invalid
a,r,t,i,s,t,i,c,valid
q,o,u,d,g,*,*,*,invalid
t,m,d,*,*,*,*,*,invalid
a,h,b,d,o,*,*,*,invalid
b,a,t,t,e,r,*,*,valid
m,a,z,o,u,r,k,a,valid
m,u,s,h,e,d,*,*,valid
e,x,p,l,o,d,e,s,valid
w,a,w,j,v,*,*,*,invalid
g,i,j,b,s,d,*,*,invalid
h,b,i,v,k,d,q,*,invalid
v,e,a,p,*,*,*,*,invalid
w,e,e,k,s,*,*,*,valid
m,j,n,n,u,*,*,*,invalid
t,r,i,c,k,s,*,*,valid
h,o,l,e,*,*,*,*,valid
o,k,n,w,h,c,*,*,invalid
r,j,t,d,*,*,*,*,invalid
s,b,k,*,*,*,*,*,invalid
m,u,t,t,e,r,e,d,valid
y,e,a,r,l,i,e,s,valid
b,r,i,s,k,i,n,g,valid
m,a,n,i,a,c,a,l,valid
c,q,e,h,o,*,*,*,invalid
d,i,v,i,d,e,r,s,valid
b,o,o,s,t,s,*,*,valid
a,c,t,*,*,*,*,*,valid
v,g,j,c,c,c,*,*,invalid
f,r,o,w,n,i,n,g,valid
l,e,n,d,e,r,*,*,valid
t,i,n,g,*,*,*,*,valid
x,m,d,e,m,y,u,*,invalid
c,h,a,p,t,e,r,s,valid
b,b,f,c,d,*,*,*,invalid
k,d,x,c,y,*,*,*,invalid
i,m,b,u,e,d,*,*,valid
o,r,d,u,r,e,*,*,valid
b,r,e,a,k,u,p,s,valid
j,i,g,g,l,e,d,*,valid
p,i,w,x,q,f,d,*,invalid
r,p,t,*,*,*,*,*,invalid
g,b,q,r,*,*,*,*,invalid
a,u,v,r,g,x,l,*,invalid
c,a,p,t,u,r,e,*,valid
t,i,t,*,*,*,*,*,valid
l,s,p,*,*,*,*,*,invalid
g,y,y,f,*,*,*,*,invalid
n,r,n,i,y,*,*,*,invalid
m,u,n,c,h,e,d,*,valid
a,w,x,s,j,c,e,*,invalid
w,t,x,i,*,*,*,*,invalid
a,r,h,*,*,*,*,*,invalid
a,j,m,k,m,u,*,*,invalid
e,u,i,w,p,m,l,*,invalid
x,e,c,o,b,g,w,*,invalid
f,l,a,m,e,*,*,*,valid
m,b,s,v,u,*,*,*,invalid
p,h,y,s,i,q,u,e,valid
v,i,e,w,*,*,*,*,valid
s,w,p,b,d,*,*,*,invalid
b,r,i,t,t,l,e,r,valid
o,a,i,*,*,*,*,*,invalid
h,e,c,t,o,r,e,d,valid
d,a,w,d,l,e,r,s,valid
d,i,s,s,e,n,t,*,valid
e,i,v,*,*,*,*,*,invalid
b,o,n,d,e,d,*,*,valid
f,p,w,k,*,*,*,*,invalid
o,v,e,r,s,e,e,s,valid
h,h,q,*,*,*,*,*,invalid
s,u,n,d,e,r,s,*,valid
b,r,a,c,k,e,n,*,valid
c,r,k,n,t,f,o,*,invalid
k,k,x,j,l,b,i,*,invalid
x,a,q,e,*,*,*,*,invalid
e,v,e,n,e,r,*,*,valid
s,e,d,a,t,e,r,*,valid
o,r,e,*,*,*,*,*,valid
m,x,g,m,*,*,*,*,invalid
w,e,n,s,*,*,*,*,valid
n,k,o,*,*,*,*,*,invalid
w,q,x,b,*,*,*,*,invalid
d,e,s,o,s,j,r,*,invalid
d,i,a,b,o,l,i,c,valid
s,l,i,c,e,r,*,*,valid
h,e,w,e,r,s,*,*,valid
v,m,p,n,y,b,k,*,invalid
p,o,r,l,j,*,*,*,invalid
k,q,n,i,b,v,p,*,invalid
y,s,o,t,*,*,*,*,invalid
k,f,q,x,s,s,*,*,invalid
y,q,d,s,j,*,*,*,invalid
j,p,d,j,l,*,*,*,invalid
s,c,r,o,p,l,*,*,invalid
f,v,l,h,e,a,h,*,invalid
k,x,p,s,*,*,*,*,invalid
e,c,d,r,e,*,*,*,invalid
t,e,n,d,*,*,*,*,valid
g,q,k,u,n,d,*,*,invalid
b,y,k,a,v,*,*,*,invalid
i,n,l,a,n,d,*,*,valid
e,x,p,l,o,r,e,r,valid
r,d,l,n,*,*,*,*,invalid
o,v,l,k,k,h,n,*,invalid
a,g,o,n,i,z,e,s,valid
k,u,o,d,d,v,m,*,invalid
x,p,t,e,*,*,*,*,invalid
w,w,o,t,e,*,*,*,invalid
p,u,r,p,o,r,t,*,valid
r,p,w,*,*,*,*,*,invalid
e,h,j,d,*,*,*,*,invalid
e,r,i,q,g,b,f,*,invalid
w,r,c,o,f,x,h,*,invalid
e,x,p,o,r,t,s,*,valid
h,o,n,e,*,*,*,*,valid
p,e,r,c,e,n,t,s,valid
h,t,o,j,l,k,*,*,invalid
h,h,n,i,p,*,*,*,invalid
c,o,a,s,t,a,l,*,valid
n,k,u,*,*,*,*,*,invalid
w,p,f,*,*,*,*,*,invalid
l,u,a,u,s,*,*,*,valid
u,j,u,x,f,*,*,*,invalid
l,l,g,v,c,*,*,*,invalid
d,a,m,p,l,y,*,*,valid
s,c,h,e,m,i,n,g,valid
e,b,b,s,*,*,*,*,valid
g,i,r,r,l,d,*,*,invalid
x,e,m,b,*,*,*,*,invalid
a,b,m,r,q,t,x,*,invalid
t,o,o,t,h,y,*,*,valid
c,i,h,l,h,l,m,*,invalid
n,u,w,s,k,r,*,*,invalid
i,o,t,p,x,h,*,*,invalid
b,a,y,*,*,*,*,*,valid
h,e,e,l,s,*,*,*,valid
d,e,c,l,a,i,m,*,valid
d,e,b,t,o,r,s,*,valid
h,x,k,c,*,*,*,*,invalid
p,u,b,a,a,u,g,*,invalid
s,u,l,l,e,n,l,y,valid
k,p,i,i,*,*,*,*,invalid
r,o,t,u,n,d,*,*,valid
s,q,l,r,t,r,w,*,invalid
s,l,a,c,k,e,n,*,valid
h,e,a,p,i,n,g,*,valid
e,x,o,r,c,i,s,m,valid
s,e,a,w,a,r,d,s,valid
c,l,o,s,u,r,e,*,valid
s,w,w,u,r,p,*,*,invalid
n,d,j,q,t,q,*,*,invalid
e,i,b,v,i,a,*,*,invalid
m,p,v,m,o,x,s,*,invalid
v,o,g,c,t,*,*,*,invalid
b,v,h,y,g,k,*,*,invalid
i,r,w,*,*,*,*,*,invalid
s,a,v,i,o,u,r,s,valid
p,g,i,q,n,o,f,*,invalid
p,a,s,t,o,r,*,*,valid
k,o,z,e,n,i,*,*,valid
o,u,t,l,e,t,*,*,valid
a,w,t,*,*,*,*,*,invalid
k,a,k,i,j,j,*,*,invalid
s,h,a,d,i,n,g,*,valid
s,b,u,l,j,f,c,*,invalid
i,u,o,*,*,*,*,*,invalid
e,n,d,m,*,*,*,*,invalid
k,a,b,o,b,s,*,*,valid
f,e,l,t,*,*,*,*,valid
b,w,h,k,t,*,*,*,invalid
d,p,e,*,*,*,*,*,invalid
s,y,b,s,e,m,*,*,invalid
p,s,v,q,x,*,*,*,invalid
h,o,j,e,o,e,k,*,invalid
u,o,g,v,*,*,*,*,invalid
u,f,l,d,*,*,*,*,invalid
i,g,n,o,r,e,*,*,valid
l,r,m,*,*,*,*,*,invalid
y,o,d,e,l,l,e,d,valid
e,i,q,*,*,*,*,*,invalid
r,e,g,a,r,d,e,d,valid
t,e,n,*,*,*,*,*,valid
j,b,q,*,*,*,*,*,invalid
e,l,e,m,e,n,t,*,valid
r,n,k,w,q,d,d,*,invalid
w,n,d,k,*,*,*,*,invalid
s,n,a,i,l,*,*,*,valid
o,u,t,w,e,a,r,*,valid
a,g,e,*,*,*,*,*,invalid
v,i,s,a,w,r,n,*,invalid
o,s,x,n,u,s,*,*,invalid
f,l,s,*,*,*,*,*,invalid
k,i,l,m,i,u,*,*,invalid
v,r,v,j,g,*,*,*,invalid
e,q,a,q,m,r,*,*,invalid
y,v,s,s,v,*,*,*,invalid
y,n,q,g,l,u,h,*,invalid
p,y,u,e,y,o,d,*,invalid
s,o,l,a,c,e,s,*,valid
c,l,e,r,k,e,d,*,valid
m,d,e,u,w,v,*,*,invalid
p,m,e,*,*,*,*,*,invalid
t,u,a,g,p,o,*,*,invalid
k,v,s,k,*,*,*,*,invalid
c,u,s,v,b,*,*,*,invalid
p,u,n,g,e,n,c,y,valid
d,r,i,l,l,i,n,g,valid
s,x,y,s,*,*,*,*,invalid
l,i,c,k,i,n,g,*,valid
e,r,p,w,s,j,c,*,invalid
u,p,s,t,r,e,a,m,valid
p,x,q,w,*,*,*,*,invalid
x,u,l,l,o,v,p,*,invalid
b,h,w,s,*,*,*,*,invalid
w,x,l,a,y,*,*,*,invalid
x,g,v,n,h,c,o,*,invalid
q,i,h,v,y,b,*,*,invalid
v,e,p,l,u,p,*,*,invalid
i,s,j,x,a,j,*,*,invalid
h,a,w,i,n,g,*,*,valid
w,w,e,p,m,s,f,*,invalid
k,h,s,j,o,s,f,*,invalid
v,e,j,c,e,c,*,*,invalid
s,s,o,v,t,f,*,*,invalid
m,a,q,m,u,*,*,*,invalid
b,h,c,q,s,k,*,*,invalid
b,i,r,c,h,i,n,g,valid
k,q,j,b,n,*,*,*,invalid
m,f,c,i,d,i,*,*,invalid
c,o,l,l,a,r,*,*,valid
t,p,p,q,r,o,*,*,invalid
d,u,e,l,i,s,t,s,valid
g,p,s,v,q,*,*,*,invalid
g,a,s,w,r,n,*,*,invalid
h,u,d,d,l,i,n,g,valid
s,a,v,o,r,y,*,*,valid
n,v,e,p,s,l,j,*,invalid
y,o,o,a,n,b,*,*,invalid
n,o,t,i,c,e,s,*,valid
f,n,f,v,b,j,r,*,invalid
o,a,k,u,m,*,*,*,valid
i,y,u,d,*,*,*,*,invalid
s,e,k,p,j,a,*,*,invalid
n,a,v,o,r,*,*,*,invalid
k,t,i,b,s,g,r,*,invalid
s,b,c,g,w,n,f,*,invalid
x,f,e,y,k,*,*,*,invalid
c,u,r,v,i,e,s,t,valid
i,m,n,i,*,*,*,*,invalid
x,n,u,p,r,j,m,*,invalid
p,r,i,n,t,i,n,g,valid
r,v,i,l,r,k,*,*,invalid
j,x,k,d,j,*,*,*,invalid
a,r,e,t,f,*,*,*,invalid
o,u,k,i,i,*,*,*,valid
m,o,q,*,*,*,*,*,invalid
r,e,o,p,e,n,s,*,valid
w,e,b,i,n,a,r,s,valid
q,p,n,v,p,*,*,*,invalid
e,q,o,*,*,*,*,*,invalid
y,m,v,f,g,a,p,*,invalid
w,q,q,l,n,h,*,*,invalid
t,s,t,*,*,*,*,*,invalid
l,a,s,a,g,n,e,s,valid
v,w,o,*,*,*,*,*,invalid
y,e,r,u,j,p,*,*,invalid
c,u,v,n,p,b,f,*,invalid
j,e,s,t,e,r,s,*,valid
f,d,r,o,k,*,*,*,invalid
t,h,w,a,r,t,e,d,valid
d,x,b,d,*,*,*,*,invalid
t,o,x,i,c,i,t,y,valid
n,l,o,*,*,*,*,*,invalid
j,n,h,e,i,*,*,*,invalid
s,h,r,e,w,*,*,*,valid
d,r,s,*,*,*,*,*,invalid
m,c,s,i,m,*,*,*,invalid
